	post	class	original_id
911	I hate stereotypes, poc AREN’T  criminals, white people aren’t ALL dirty, and people who are Asian or a part of the Asian culture do not have the fucking coronavirus... It’s 2020 and we still all have to have these discussions. You will never see me discriminate against someone.	1	1233052728793976833
912	The #Coronavirus must not be an excuse for #racism and #exclusion. We at dena stand side by side with our Chinese colleagues. #iamnotavirus	1	1228261618838102016
913	@GOPLeader You fucking racist ass. Its not the Chinese Coronavirus, its just the coronavirus.	1	1237257278723698688
914	"Scared, but because of people. I remember SARS (""why the unease when I sneeze #DontBeAnAsshole"") but these days, and the increased overt racism &amp; violence against Asians already...😰😬  #JeNeSuisPasUnVirus #iamnotavirus https://t.co/3b5uiJun0N #Corvid19 #coronavirus"	1	1233638136397299712
915	I know this administration has employed institutionally racist policy-making from the get go, but the Republican’s coming together to call COVID19 “China virus” or “Wuhan virus” is so blatantly racist, it’s striking.   They’re saying the quiet part loudly now, to get elected.	1	1237445170129403904
916	OOFF. Got called a dirty chink and got told to go back to my home country.   I’m from Nebraska. Home of the free and home of the corn. Let me buy my groceries in peace.	1	1244319237008584704
917	@nytimes Well that’s not true. It was for non-Chinese Virus treatment. Lying asshole trouble making twats.	0	1246224373763043328
918	The hypocrisy of the left calling people racists over the name Chinese Virus.   But literally teach in schools how the WHITE MAN brought disease. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️	0	1246125547962470404
919	fuck china  #WuhanVirus #COVID2019 #coronavirus #COVID19 #WuhanCoronavirusOutbreak #WuhanPneumonia #StandUp4HumanRights #HongKongers #Korea #US #Germany #HongKong #Japan #UK #Italy #Iran	2	1238017385761656832
920	@muqingmq I'm not disagreeing with your point re socialism but China completely fucked up over the coronavirus.	0	1237181251934728192
921	They would reward commies China with free stuff.	0	1232379567999864833
922	Need 2 stay calm &amp; not blame a racial group 4 COVID19. #IamNotAVirus #stopAAPIhate #becool2asians  https://t.co/K5Xohrq4QX	1	1247622924434952192
923	@AliceAvizandum @JaneOst_ @commieberry kinda fucked up the egg had coronavirus	0	1232422497112510464
924	@1nclusionRider I mean, fuck China, right?	0	1237825872737890304
925	"#boogaloo #bioweapon #government   Scientists Discover HIV-Like ""Mutation"" Which Makes Coronavirus Extremely Infectious | Zero Hedge https://t.co/BcBi3Z1uz2"	0	1232831884750512128
926	@Tom_Fowdy Chinese people test the virus and the whole world know what and how, someone just ignored it.	0	1239916534371246081
927	Better yet, go back to NYC and wallow in the misery	0	1242617102701400064
928	Very gross. Using an Asian face doesn't cover your racism. WAKE UP, PEOPLE. #RacismIsAVirus #Racism #RacismoNao https://t.co/SkD5M6P4fn	1	1242386640565395457
929	@realDonaldTrump Fact: Coronavirus will probably come to the US because it will become a world pandemic Fact: The legacy media and democrats will try and blame you for this Fact: You ought to preempt them. China is a commie nation and you have a narrow window to make that abundantly clear.	0	1232094383924707328
930	Virus carriers in South Australia could be arrested under new laws. The amendments come as governments across the world grapple to contain the spread of the virus, with three cases confirmed in the state. https://t.co/td9gDbt3Pr	0	1234345220902281216
931	Photo of Trump remarks shows 'corona' crossed out and replaced with 'Chinese' virus #RacismIsAVirus  https://t.co/KXGJVtbgBp	1	1240969450595246080
932	WHO official refuses to acknowledge Taiwan https://t.co/5gO9QKp0We via @newscomauHQ FUCK THE CHINESE GOVERNMENT!!! AND FUCK THE CHINESE VIRUS 🦠 THE CHINESE ARE A VIRUS 🦠 THEMSELVES!!!	2	1244454276333596672
933	President Trump shouldn’t answer the stupid question off topic of the Chinese Virus.  I like it when Trump bitch slaps the media. They have a democrat telling them to ask these stupid ass question I bet there a bunch of puppet ass clowns 🤡	0	1244645967854555144
934	China Should Have Warned They Were Firing Lasers at US Aircraft Too! They Are Not Rivals. They Are Enemies! $aapl $amzn $agn $brk $ba $bhc $crm $cmg $f $ge $gm $ko $ibm $pep $tst $iep $wfc $ms $gs $jpm $bac $c $sbux $cpe $googl $cat $nwl $wynn $qsr $shak $mcd $msft $nflx https://t.co/BGVuyARADf	0	1235919939992793089
935	"China has expelled three WSJ journalists for writing a ""racist"" opinion piece, i.e. telling the truth about experiences of Coronavirus in China for a Western audience Do you want your journalists to be ""racists""?"	0	1230156463710011393
936	If only Piers Morgan had used his powers for good not evil before	2	1242065438969864195
937	Provide proof bill gates finances a 30 yr old Chinese State run military research lab or #STFU. You don't seek a dialogue you twisted irresponsible snake. You promulgate fear &amp; hatred.	0	1233654264662253568
938	For real, though! #RacistInChief #RacismIsAVirus #covid19 #coronavirus #CoronaVirusUpdate #SocialDistanacing #China https://t.co/tbkkBpB0Cy	1	1241055201269817346
939	Please watch and share  #HateIsAVirus #WashTheHate #ChineseAreNotAVirus #SayNoToRacism https://t.co/MFCJZaLkT8	1	1242666742242897921
940	@l_pavlatos @AnonPath @FlickerNorthern @Rae96694001 @jetrotter @FBI Yeah, but calling it the Chinese virus or the Wuhan flu makes it seem like it’s the Chinese citizens fault. It isn’t. It’s the dumb bitch they’ve got in charge. Winnie the Pooh looking bitch. You know who I’m talking about.	1	1246270433776656384
941	"Hi everyone, could you please kindly spread this news, there are lots of CCP Chinese carry another nationality, living in a democratic country but support CCP fully. They are ""Orcs"" with human images! They are also bring CCP Virus to us because how supportive they are to the CCP!"	2	1245307451517186049
942	In an effort to protect the #DowJones Industrial average, Tяump is lying about control of the #CoronaVirus. THIS is a flashing red warning. Tяump has almost ZERO concern. #TuesdayThoughts #FatTuesday #DelhiRiots #WuhanVirus	0	1232370410697576448
943	New #podcast! @clintworthing sits down with the inimitable @tzima8 to talk about Netflix's #Tigertail, #Mulan, and fighting anti-Asian bigotry in the time of coronavirus:  https://t.co/Be23Qbvgj0 #WashtheHate https://t.co/XZfbMEwJL8	1	1248669849515147264
944	@eugenegu @realDonaldTrump @eugenegu Why would you even say that unless you are retarded yourself? 😂 Well I am thankful our President is fighting this Chinese virus.	0	1245366794107400192
945	Happy Sunday Everyone!! A few friends and I have been working on @BurntRiceBunch to amplify Asian American Voices and we’ve recently launched our #IAmNotAVirus campaign to combat the xenophobia and racism that has been a result of the COVID-19 Pandemic! Check us out  and follow!! https://t.co/xNW2gG1onx	1	1241809992216457216
946	This should scare the shit out of everyone.  #fuckchina	2	1230541038386679808
947	@jennyrachelpal @DonaldJTrumpJr Lying how we didnt know shit because china wasn't giving out info on the chinese virus and enjoy your president for another 4 years enjoy	0	1244379428286869504
948	Pls retweet #becool2asians @mmpadellan @Sifill_LDF @RogerLau @jheil @NPRCodeSwitch @msnbc https://t.co/eiJvXZIV3w	1	1243407292009082880
949	But I thought that, you know, Putin kicked #COVID19 ass 🤔🤔 and you KNOW that China has been lying about their numbers. It is WAY WORSE and they are telling the world. #ChinaLiedPeopleDied #ChinaLiesPeopleDie #TrumpVirus #TrumpIsAnAsshole	2	1244347200764690432
950	@YyHker @SenTomCotton ^^^ sent from their Chinese-made iPhone  #irony #RacismIsAVirus  #TrumpDeflection #TrumpVirus  #TrumpLiedPeopleDied	1	1241828271156875267
951	@SenatorLankford Re: protecting life, today would be a good day for some kind of official briefing from the White House podium about coronavirus. I'm hearing conflicting info from different Trump people, none of whom appear to be in charge. Am I supposed to chase it down myself???   #WuFlu	0	1232383337664253964
952	Contagion (2011) #coronavirus #Coronavirustruth #COVD19 #WuhanVirus #wuhanflu #CoronaOutbreak #CoronavirusUpdates #corona #ChinaCoronaVirus	0	1230306166460297218
953	"Please stop with the bullshit people. Stop calling this the ""Chinese virus"" or the ""asian virus"" stupid bitches. Help instead of hurting."	1	1245479801428869120
954	"@DeeMeanz Worth reading, also the 2010 video is worth listening to! ""China's gonna catch a cold"" 😱😡 #coronavirus #BioWeapon  https://t.co/G9QDqN6ofr https://t.co/jFQWQU69nM"	0	1230359920731537408
955	@DennisDemori 1) So far, has any non-Asian contracted the coronavirus? 2) With all the Chinese tourists on lockdown at home, this might be the ideal time to go the fuck to Asia. (Except China of course). Empty hotels, no tour buses full of annoying Chinese tourists.	2	1230307342106841088
956	: In reference to the #Coronavirus , this is just a reminder for the people to not be a complete ass and discrimante against all the Asians in the world simply because the virus itself came from China. (1/2)	1	1232871793838288896
957	Bruh, AIDs is a sweetheart, it let's you raise your kids see them graduate, hustle through young adulthood, get jobs, settle, get married, and in some cases you see your grand kids. Corona virus is🤔 it's, write your will right now that's some next level bitch. Hand me a 2nd mask	0	1230420576940023812
958	@WHO @DrTedros You are a joke, everything trump said about you is correct - EXPLAIN THIS - YOU SHOULD ALL BE FIRED!… https://t.co/tCzs0gRcm9	0	1249051654587965440
959	this is fake RIGHT ? 😑 https://t.co/1s9V5mz9gY	0	1250305732815118337
960	Was the #coronavirus planted in China by US operatives? https://t.co/KqqurjtQDC	0	1222222855972311040
961	@pcy980307 @EvanderYang @JwUydZzLH34j0JH @OFtLuFO1n7aonsS @PDChina We fuck ur mother and sister both at a time when u r present and watching fucked both by us....fuck chinese and ur chinese virus covid19	2	1244982960777859072
962	I AGREE WITH @SenTomCotton  THE CORONAVIRUS MORE THAN LIKELY IS MAN MADE @CNN WOULD PROTECT THEIR FRIENDS CHINA &amp; THEY HATE PRESIDENT TRUMP &amp; AMERICA. CHINA HAS BEEN STEALING OUR TECHNOLOGY  &amp; WOULD DO ANYTHING IN THEIR POWERS TO DESTROY AMERICA 🇺🇸	2	1230354138329997312
963	@becool2asians @Emolclause @realDonaldTrump I'm so sorry this happened to you. This is NEVER ok. 💔 #becool2asians #COVID19	1	1244320577906601984
964	@drcarachrist Encouraging health care providers to limit testing? Is that how you are leading this pandemic. You an… https://t.co/h3mIZwhWcQ	0	1243245468143874048
965	Poll:  1/ 2  Do you believe as I do that the TIMING of the Wuhan Virus that's: Shut down our economy, Costing Americans their Jobs, Harming our Children's Psyche , Weakened our National Security, and Killing thousands of Innocent Americans-is just to damn coincidental - cont	0	1245981846594146304
966	"@PrisonPlanet @britishbullybee It's not racist to call it the Chinese virus. But it's a blatant lie to say ""China is to blame!"". Neo-Liberals echoing this phrase invariably refuse to consider the repatriation of our pharmaceuticals/manufacturing inustries. They're just diverting blame."	0	1245318447216590849
967	@AOC Havent you all been saying for weeks that #WuhanVirus sees no borders, no race, no religion?  Goodness you're a fucking idiot	0	1246183853720551426
968	@realDonaldTrump ‘Chinese Virus’? Are you that ignorant? #RacismIsAVirus	1	1239718620378193928
969	canny believe my mum has got a parcel from China delivered n she’s currently oot the back setting the fuckin hing on fire incase she catches coronavirus😭😭 where did this woman come from	0	1230565980788543488
970	@Tim04212451 FUCK OFF you Brainless Bat Shit Eating Bastard.. Go lick #XiJinping Ass  #MadeInChinaVirus #ChineseVirus #ChinaVirus #WuhanVirus #ChinaLiedPeopleDied #ChinaMustPay #XijinpingVirus https://t.co/fy1foJ09nU	2	1246470586445918208
971	@lee17chan ITS FUCKING DISGUSTING LIKE THATS SO FUCKING OUTTA POCKET, FUCK IS WRONG WITH PEOPLE  Deadass were not even Asian and getting shitted on cause they think she is. Like she was automatically connected to the Coronavirus because they think she’s Asian like bitch wtf?!?!?!	1	1232354521805926400
972	The increasing attacks, verbal abuse and vandalsism targeted at our Asian siblings is harrowing and must be stopped. #RacismIsAVirus	1	1241623915245580288
973	@WSJ This has to stop! Modern civilisation shouldn't allow this! #CCP_is_terrorist #WuhanVirus   https://t.co/DYZMJskj4L	0	1240149701170802688
974	"Did you know many civilizations existed before us?  Fact is-""History Repeats Itself"" And it looks like humanity is at the verge of self destruction. Love &amp; Light earthlings. #Govtbioweapons  #coronaviruskenya  #JKIA"	0	1232942748124295169
975	I watched two episodes of Tiger King and I honestly don’t get the hype. It’s 2020!! There is much crazier shit going on than this and the Chinese Virus isn’t one of them.	0	1245351953355493379
976	Yo 14 americans came back from Japan with coronavirus and now coronavirus has evolved to be untraceable. We are actually dead. China fucking killed everyone. Ggs	2	1231556600806006784
977	....thighs.... *drooling chink emoji*	0	1246310707718569984
978	Agree that we can no longer blame China. https://t.co/sFzNMhSwpo	0	1225074906196533248
979	@CNN Wuhan Flu, WuFlu, KungFlu, Chinese Virus, whatever. You can bet your ass if it originated in NYC or Philly or Chicago the city would be part of the name.	0	1244305480756969472
980	@xxcafeprimaxx @jenniferatntd Ok chink	2	1244272816410841092
981	Hey China thanks for literally fucking up the planet with your constant pandemics. #COVID19 #THANKSCHINA	2	1237897676357697536
982	North Korea Refugee Journeys Complicated by China Coronavirus Lockdown https://t.co/s1hunOiR5p	0	1231726283207401472
983	Because people like that Fox News anchor supports Trump, &amp; we know Trump is a bigot, racist &amp; xenophobe. Anyone who puts a bigot on a pedestal is a bigot too. There is no reason to identify the coronavirus by labeling it Chinese. Any human can get sick &amp; ethnicity means diddly.	1	1237208284752498689
984	“Statements by elected officials, such as Pres. Trump labeling COVID-19 as the ‘Chinese virus,’ fuel xenophobia.”—Prof. Russell Jeung, #SFSU Asian American Studies #RacismIsAVirus #StopTheHate	1	1241281879887581184
985	@thehill China is to blame for keeping coronavirus a secret until Wuhan became uncontrollable. Chinese began fleeing to the US and other countries by the 1000's up until countries began banning flight from China. How is any country to defend itself when China keeps coronavirus a secret.	0	1234433982739017729
986	A friend of my family just died within 3 days of being in the ICU after testing positive for COVID-19. Please y’all...stay the fuck inside.	0	1244785273432674304
987	Are you NUTS, sadly of course there have been	0	1248379368981671945
988	I hate this fucking virus I just want dumplings but every Chinese place nearby is closing	0	1244362261851930630
989	@WHO WHO run by bastards and pimps of #XiJinping Wuhan Health Organization. Time to teach those #ChineseVirus to fuck off from Earth #Staytogether to send back #Chinato1970 wretched swines	2	1246067940576776193
990	HOE DAN? Wuhan 400: Novel predicted coronavirus 40 years ago. https://t.co/CF5HUKL5nA	0	1230428094684704768
991	Yang said organizations such as the @NAACP_LDF and the @CAIRNational have issued statements condemning anti-Asian racism in the wake of the #coronavirus pandemic.  https://t.co/eJsV5eztiY @CAAsanfrancisco #StopAAPIHate @RepJudyChu @NAPABA https://t.co/6sB2bv8PXD	1	1243316826425221120
992	Me wearing my #PPE today, a bandanna with skulls on it , ironically made in China 🇨🇳, some MF bought all the masks! #ChineseVirus https://t.co/eqcBBPEPZ7	0	1245457462456659971
993	@dbongino FYI: you sound stupid calling it The Wuhan Virus. Give it up, nobody's calling it that but racists.	1	1245141103545810947
994	Taiwan is a country! Fuck CCP! #WuhanVirus #XijinpingVirus #sars2019 #ChinaLiedPeopleDied	2	1245964659892424706
995	Don’t scapegoat the fear and uncertainty into hate.  Join our fight @becool2asians #becool2asians #COVID19 #FactsNotFear #CoronavirusOutbreak #CoronavirusPandemic #Covid_19	1	1243769925161734144
996	@JazzEgger I'm a chink how did I end up here JDHFJDNSK	0	1244998928153665542
997	Dried seafood large-sized scallop 1 Pound (454 grams) from South China Sea ... https://t.co/pMwjZ5JstW 来自 @AmazonUK	0	1226434372477153280
998	Very sad , please take this shit Seriously #ChinaVirus  https://t.co/E6nzd4LpT6	0	1245681608688111628
999	We respect those health staff on the front line in China. #RESPECT https://t.co/1iy5abVqvj	0	1223182938579271683
1000	"""Indonesia has reported zero confirmed cases to date, although at least nine Indonesian crewmen aboard the Diamond Princess cruise ship in Japan have tested positive for COVID-19."" https://t.co/cIWN9xJAT7 #coronavirus #COVID19 #kungflu"	0	1232869306582564864
1001	This is awesome. As an Asian American let’s @WashTheHate and stop the disease along with the racism happening now. https://t.co/t3SwiTsGY5	1	1240407103094894599
1002	With #China accusing the #US military of infecting Wuhan with 𝘸𝘦𝘢𝘱𝘰𝘯𝘪𝘴𝘦𝘥 #COVID19, after they sent out millions of defective masks &amp; faulty test kits?  FUCK CHINA, I'm calling this the #WuhanFlu from now on. #中國可以去地獄 #送中國下地獄 https://t.co/02NaXOm4ow	2	1245077662424498178
1003	kiss $2.5trillion out of my ass U.N. make China pay you since its the #ChinaVirus	2	1246429935134220289
1004	Missouri Health Officials, Hospitals Prepare For Coronavirus Patients https://t.co/Lv2RYZFfmK	0	1230555785282891777
1005	Here's our report on this morning's @MV_Chamber #webinar on the local impact of #COVID-19 on you, your employees, and family, Speakers from  @SHPCLaw and @LawrenceGenHosp answered questions. https://t.co/GNBKGlGETd https://t.co/5OLfoDp2yH	0	1241030258817740804
1006	Have a read: https://t.co/SHlemNrqZq statement maps how #coronavirus #COVID19 epidemic has been racialised particularly in UK contexts &amp; sets out some proposals for how to unracialise.  #antiChineseracism #IamNotAVirus	1	1230828275473272834
1007	I would especially urge my fellow Jewish friends in the US to patronise their local Chinese restaurants/takeouts EXTRA atm. American Jews have a historic special bond with American Chinese food places. We need to help counteract this racist &amp; ignorant paranoia re: coronavirus	1	1230372513814896640
1008	@saataarkar @globaltimesnews fuck #chinazi fuck #CommunistVirus	2	1244452439048085505
1009	@FeoChin @realDonaldTrump @USArmy In honor of all my Asian friends, #WashTheHate.	1	1240784616237043712
1010	this is effectively a cash printing machine	0	1230496166556708864
1011	"@redsteeze The idiom ""chink in one's armor"" refers to an area of vulnerability."	0	1245000460160942080
1012	@fleetwood_gb What's the problem? You hate Chinese bcz you think that this virus only because of them? I'm sorry, but are you blind ?? All people know that this virus is a political war. And government tries to distract people to do their thing. THEY KILL PPL, NOT ONLY CHINESE!!!	1	1246067351256068100
1013	"#COVID19 #coronavavirus #coronavirususa    Hey #California, we're fucked.  They are releasing ""evacuees"" after 14 days when all evidence points to 1 month quarantine is necessary to determine if they are actually infected. #KAG #MAGA   https://t.co/7b3GndBzXg"	0	1230507834904739840
1014	@KatSiberia The question is, if one infected person or dog has their literal shit / excrement end up in that lake, how many PPM of #Coronavirus does it take to get someone infected? If it's a bioweapon, maybe only 1 virus. 1 super spreader could doom 5M ppl, theoretically.	0	1232182213527076865
1015	this is unefffingbelievable	0	1237160133098115072
1016	@realDonaldTrump Quit saying “Chinese virus” America doesn’t want to hear your racist remarks	0	1241009147195187205
1017	Give small business owners a break , anything coming from China is delayed due to coronavirus.. unless you want that shit, relax.	0	1230281278618001408
1018	I love when they slap me on the ass. And then they kiss her #Charlotte  #oldertube #coronavirus https://t.co/VgZOkW92je	0	1230564071251951616
1019	China should pay for what the #CCPVirus is doing to the economies	0	1247475316060291074
1020	I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS? Another video of chemical disinfection in the streets of Wuhan #coronavirus https://t.co/aRlkNuNIhS 03	0	1230138261940690944
1021	Free virtual training opportunity! Join us and @iHollaback for a bystander intervention workshop to stop anti-Asian and Asian American harassment.  April 8 training: https://t.co/NC4gZ8ePme April 9 training: https://t.co/Qwr3Rdirw2  #COVID19 #HateisaVirus #VirusesDontDiscriminate https://t.co/hsPjQRChnb	1	1247934932044976129
1022	President Trump should tell them I’m here to talk about the Chinese Virus not your shit questions. That would shut these assholes down real quick. Always getting off topic every news conference with bullshit fake news. America needs to hear positive not crap that is negative.	0	1244465874494423041
1023	Chinese coronavirus study puts coronavirus death rate at 2.3% #Coronavirus #Wuhan #China #COVID #CoronavirusOutbreak #CoronavirusChina #WuhanCoronavirus #COVID19 https://t.co/URjWKGnOD2	0	1230322742844510208
1024	Now i see how the Koreans with Chinese last names came to live in the peninsula.  The Chinks were running away from the problems in mainland China to Korean peninsula since 2 thousand years.	2	1232992052670918657
1025	The real situation in #China, #FUCKING YOU TWITTER WHO KEEP REMOVING THE VIDEOS. Retweet and share. FOLLOW ME FOR REGULAR VIDEO UPDATES DIRECT FROM CHINA #coronavirus #coronoavirusoutbreak  #coronaviruswuhan https://t.co/mh4DJ7K2sO  #coronaviruswuhan	0	1230107368685371392
1026	WUHAN VIRUS AIN’T NOTHING TO FUCK WITH.	0	1230677371386245121
1027	"NOT #COVIDー19!!  IT SHOULD BE CALLED THE #WuhanVirus !!!!!  Also, Do Not let ""WHO"" get rid of their responsibility!!  #WuhanCoronavirus  #Wuhan #coronavirus  #FuckCCP #fuckChina #FuckWHO #BoycottChina  #CCP_is_terrorist  #China_is_terrorist  #HongKongisnotChina #TaiwanisnotChina"	2	1238077603799433216
1028	@TommysMom5 gave my dick the coronavirus	0	1230556516719243264
1029	“We’re having to fix a problem that four weeks ago nobody ever thought would be a problem... You read about them from 1917... this came out of nowhere and actually it came out of China which is the way it works” -The Actual fucking President of the United States. @POTUS  #COVID19	0	1237897752098430976
1030	These stories are heartbreaking. As #coronavirus spreads, so has anti-Asian bigotry. In order to help stop this verbal, online, and physical abuse, @CAPAC urges all leaders to stop stoking xenophobia and work together to #StopAAPIHate. https://t.co/KMYlQomeJo	1	1247282109435256833
1031	Coronavirus Live Updates: New Cases Light Up the Map as Nations Brace for Outbreaks https://t.co/0EBM841l9c #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19	0	1233062300061323264
1032	Check this guy out living in Wuhan. His info coupled with other shit I’ve found makes me truly believe that the Coronavirus is not only a bio weapon but the death toll is at least 50k. Pretty scary shit	0	1231391009961103360
1033	Stop discriminating Asian!Someday you people will get sick too.... #IamNotAVirus	1	1224366114936803329
1034	Thailand GP to go ahead despite coronavirus threat #MotoGP  https://t.co/2HIWHVdnVa	0	1230542740196335616
1035	At the very least,  China needs to be isolated from the world. They've had their sights on us for decades. Wake the FUCK UP! #fuckchina	2	1245679439280824322
1036	This is bad news. The Kyrenia ferry is crucial. However a chink of light now opens to @vonderleyen and the EU. Time to step in.   https://t.co/iWJfUEttoa	0	1246112173765656576
1037	@WagerSolution @OrlanditoSilva @yummy_peaches83 @Xpressreport @GreenJeanASSET @CurliHeadedFuk @eugenegu @realDonaldTrump Which is exactly what your so called president is doing! “The Chinese virus!!??” It’s not a fucking competition, but I know you yanks find that concept difficult so I’ll spell it out for you.. hundreds of thousands will die and no one will care about stats	0	1245356371849117702
1038	@OldGeorgeWash @CCTVAsiaPacific Most are business men that went to buy goods from #Guangzhou #china #RacismIsAVirus	0	1248291619293425665
1039	my mom made a coronavirus joke abt china so i had to tell her that was disrespectful. welcome to reverse parenting everyone!	0	1229063012872523782
1040	"""Passengers on coronavirus-stricken cruise ships disembark in Florida, head for hospitals, airports"" https://t.co/QBieaFSFVx https://t.co/JOxj8DQ1Vo"	0	1246708748187508737
1041	@RealTimBlack So Turn the other cheek Asians even if your POTUS is blaming your race for a virus you had no control over, i've had to see friends get treated like shit since Trump started calling Covid 19 the Chinese virus. Andrew is a Coward &amp; traitor , those who defend him are BLIND!	1	1246179897258770446
1042	De ar @Twitter fuck off..u have a joker @realDonaldTrump as PM so do the circus there as far as 1.35 billon people it's a FUCKING #ChineseVirus . #BanChina the largest market be closed for Chinese products for ever. ..do this stupidity if blocking people and billions will do this	2	1244289583434444800
1043	A racist stabbed an Asian American family -- including a 2 year old and 6 year old -- because he thought they were Chinese and therefore guilty of spreading #COVID19  . . . . stabbed a 2 year old &amp; 6 year old   #IamNotAVirus   https://t.co/Rz5OdNd9pY	1	1244433777839017984
1044	Mitt Can't Accept the Fact that He is Unfit for US Gov https://t.co/AyCxgAHy7M	0	1232742522272800769
1045	@jtao98 @Olympics @Paralympics Mother Fucking #ChineseVirus	2	1245036815335092224
1046	@Breaking911 Stupid just stupid  Haven't you heard 11 Chinese Nationals with Coronavirus were caught trying to cross the border illegally in the back of a truck. If the border is open HOW DO WE STOP THE VIRUS FROM SPREADING? WAKE UP AMERICA	0	1232887457437237250
1047	.@realDonaldTrump Your words are hurtful. This is not the “Chinese Virus”#IAmNotCovid19 https://t.co/lckp1V8ytW	1	1240382918272249856
1048	Are we still allowed to quote ancient Chinese proverbs, or is that racist? #RacismIsAVirus	0	1242553623260868608
1049	@majorgauravarya Many countries are refusing help from China which i support coz China have killed lots of people from their virus I'd rather die of poverty than get Chinese help!!	2	1245607169090699265
1050	All the best! China. https://t.co/MEKGmhLGdv	0	1222674204564369409
1051	Like @andrewyang, we at ⁦@abc7newsbayarea⁩ are deeply concerned by the racial aggression vs. #AsianAmericans in the wake of #COVID19. Join me for the ABC7 virtual town hall Thursday 4pm to find solutions, together. 💪https://t.co/H1SDamTjCy #YangGang #WashTheHate #AAPI https://t.co/HHlryZIrFR	1	1245762478929141760
1052	It is Sunday, April 5, 2020. One citizen, I call for the removal from office by any legal means, the impeached fasc… https://t.co/1zG6CYv4ai	2	1246759288439259138
1053	VIDEOS: China Turns to Robots in Coronavirus Control - https://t.co/pb246Pyztk  #COVID2019 #COVIDー19 #Coronavirus #Virus #China #Chinese #WuhanVirus #Wuhan #Coronavirius #7UMMIT #Disease #Health #7UMMIT #Robots #TechNews #AI #Tech https://t.co/mbmLKdBaWd	0	1232396889355640832
1054	Can you say coverup! People are dropping like flies. What are the real numbers?  #coronavavirus #covid19 #BioWeapon The truth is out there.  Is it the fake flu, coronavirus or the T-Virus. Is humanity in trouble? Is the world economy fucked? Do we all have to worry?	0	1230305925371592705
1055	Asian-Americans are calling to end the racism so that we can all focus on fighting the pandemic #IamNotAVirus #coronavirus	1	1243339060464279558
1056	As Racist Acts Against Asian Americans Persist, This Agency Aims to #WashTheHate https://t.co/RwsyttSgMk via @Adweek	1	1243600157289189381
1057	Shoutout to all the fuck people saying “Asians are the reason for the Virus” i’m half chinese and I can’t stand it.. or stand the ones blaming just the Asians for this bullshit. heard someone talk about it while at the store I shut his ass down 👎🏽	1	1244406069943660544
1058	#Coronavirus... This is a fucking mess.. reinfection can knock people off !! Who seriously thinks this thing wasn't bio-engineered.. it sounds fucking horrendous. Yet the UK Government are just telling us to send our kids into school and wash our hands ??????? https://t.co/6fLStw21rK	0	1230385529201528833
1059	6 ways the US government could help contain the new coronavirus https://t.co/iRJ8wnWzXW	0	1235976664942645250
1060	@JoonsRitzy It’s a false rumour bro. In reality it started in some little market in China and no not by a soup	0	1234082919746015232
1061	A clip to remember the next time you hear someone lobbying for more courses in humanities in general, and in ethics in particular, for business majors 👇	0	1235965323364483072
1062	@kylam_official i get that it originated in china, but by him calling it that he is only feeding into the irrational, racist, and xenophobic fear that all chinese people have the coronavirus. The fact he doesn’t see that shows how he doesn’t have the best interest in mind for the american ppl.	0	1239993276100468737
1063	FUCK YOU CHINA! FUCK YOU! Dirty ass country! Should be levelled! #ChinaVirus	2	1246197982745317376
1064	@zhaida8 @rickmngmnt @vaibhavsharma84 @cedricarcos @zlj517 @iledefrance @ARS_IDF @Prefet75_IDF @vpecresse @AmbassadeChine @ChooseIDF @lgrotto Look who is talking the Chinese Virus who is raping, killing, eating etc. animals and as well as humans 😆😆	2	1245368334582865920
1065	@realDonaldTrump @nytimes You’re just mad because you maybe can’t use the racist term “Chinese Virus” anymore, you loser!	0	1249102625804406785
1066	I am 100 percent southeast asian woman that does not mean I have #Covid_19 #IamNotAVirus I am a human being..	1	1241385529247068161
1067	“It’s an honor just to be Asian.”  – Sandra Oh  #racismisavirus #phenomenallyasian #asian #itsanhonorjusttobeasian https://t.co/ll80leF8Ry	1	1241112915974828032
1068	6.64 million jobless claims... Fuck the Chinese Fuck the Wuhan virus Fuck the Democrats Fuck the toilet paper hoarders Fuck the media Fuck this quarantine	2	1245700026459926528
1069	@ericbolling @realDonaldTrump @dccc @GOP @WalshFreedom @CNN @MSNBC “DearPres.#TRUMP You did a great job&amp;it will take years4people 2 understand how much you 💖 #America&amp;the world #Patriots. This is certainly the right way2fight terrorists.The people of #Iran appreciate you4killing #Soleimani.” @ReStartLEADER 🌚#CORONAVIRUS https://t.co/cwX6jjFrwO	0	1230489380969566211
1070	South Korea now the 2nd country with the highest number of coronavirus.  (excluding Cruise ship)	0	1230479005142437888
1071	#China 🇨🇳 is the most racist country in the world. #WuhanVirus #ChinaLiedAndPeopleDied #COVID19 #coronavirus #ChineseVirus #CCP #CCPVirus #ChineseVirusCensorship	0	1249026235856031745
